"priority","area","document","public_url","admin_url","slot","what_it_is","field_status","renders_today","current_file","if_left_empty","supply_via","your_file_or_notes"
"3 — optional","People","Specialist: Dr Michael Mar Fan","/specialists/profiles/dr-michael-mar-fan","/admin/collections/specialists/12","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Robert Hodge","/specialists/profiles/dr-robert-hodge","/admin/collections/specialists/9","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Samantha Davidson","/specialists/profiles/dr-samantha-davidson","/admin/collections/specialists/2","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Simon Perkins","/specialists/profiles/dr-simon-perkins","/admin/collections/specialists/17","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Slava Poel","/specialists/profiles/dr-slava-poel","/admin/collections/specialists/18","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Thomas Ulahannan","/specialists/profiles/dr-thomas-ulahannan","/admin/collections/specialists/24","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Timothy Doyle","/specialists/profiles/dr-timothy-doyle","/admin/collections/specialists/4","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Ms Orla Fox","/specialists/profiles/ms-orla-fox","/admin/collections/specialists/7","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Aki Tsimouris","/about/team/aki-tsimouris","/admin/collections/team/14","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Eva Tabrizi","/about/team/eva-tabrizi","/admin/collections/team/16","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Fruzsina Toth","/about/team/fruzsina-toth","/admin/collections/team/2","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Georgia Gowen","/about/team/georgia-gowen","/admin/collections/team/6","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: James Heffernan","/about/team/james-heffernan","/admin/collections/team/15","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Jordan Dennis","/about/team/jordan-dennis","/admin/collections/team/17","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Leilani Villatoro","/about/team/leilani-villatoro","/admin/collections/team/8","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Madeline Cook","/about/team/madeline-cook","/admin/collections/team/19","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Mel Smith","/about/team/mel-smith","/admin/collections/team/13","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Naomi Wijedoru","/about/team/naomi-wijedoru","/admin/collections/team/9","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Richa","/about/team/richa","/admin/collections/team/4","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Ruby Connelly","/about/team/ruby-connelly","/admin/collections/team/10","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Ruby Turner","/about/team/ruby-turner","/admin/collections/team/11","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Sharla Knechtli","/about/team/sharla-knechtli","/admin/collections/team/12","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Sophia Ryan","/about/team/sophia-ryan","/admin/collections/team/18","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Spencer Winchester","/about/team/spencer-winchester","/admin/collections/team/3","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Sydney Shepard","/about/team/sydney-shepard","/admin/collections/team/5","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Thanh Nguyen","/about/team/thanh-nguyen","/admin/collections/team/7","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Team: Wes Lerch","/about/team/wes-lerch","/admin/collections/team/1","meta.image","Team social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"required","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[10].content[7].media","Page","SET","Yes — uploaded image","madeline-cook.jpg","","Upload in the admin",""
